Id2,Geography,Carto_CT,Total,Not Hispanic or Latino,White alone,Black alone,Amerindian  alone,Asian alone,Other alone,Hispanic or Latino,White Hispanic,Black Hispanic
36047020700,"Census Tract 207, Kings County, New York",3020700,4708,3995,2550,848,0,279,816,713,256,324
36047020800,"Census Tract 208, Kings County, New York",3020800,3216,2953,1072,25,74,1667,488,263,96,27
36047021000,"Census Tract 210, Kings County, New York",3021000,4380,3587,1284,38,0,2181,711,793,234,14
36047021100,"Census Tract 211, Kings County, New York",3021100,1829,1150,391,629,0,102,503,679,169,94
36047021200,"Census Tract 212, Kings County, New York",3021200,4858,4433,1155,0,0,3246,458,425,100,0
36047021300,"Census Tract 213, Kings County, New York",3021300,4228,3960,799,2992,0,55,273,268,23,199
36047021400,"Census Tract 214, Kings County, New York",3021400,2194,2034,1068,0,0,952,118,160,70,0
36047021500,"Census Tract 215, Kings County, New York",3021500,5406,4859,1806,2310,19,324,1021,547,342,49
36047021600,"Census Tract 216, Kings County, New York",3021600,4533,4377,3900,0,0,477,0,156,156,0
36047021700,"Census Tract 217, Kings County, New York",3021700,4035,3233,881,1829,0,354,974,802,97,50
36047021800,"Census Tract 218, Kings County, New York",3021800,3892,3545,3312,30,0,119,443,347,74,11
36047021900,"Census Tract 219, Kings County, New York",3021900,3576,3162,844,2017,0,225,412,414,80,90
36047022000,"Census Tract 220, Kings County, New York",3022000,4924,4757,4330,138,0,289,0,167,167,0
36047022100,"Census Tract 221, Kings County, New York",3022100,4174,3662,1387,1870,62,185,566,512,135,92
36047022200,"Census Tract 222, Kings County, New York",3022200,4281,4032,3892,0,0,140,171,249,98,35
36047022400,"Census Tract 224, Kings County, New York",3022400,5780,4986,4161,7,0,818,549,794,293,0
36047022600,"Census Tract 226, Kings County, New York",3022600,2261,1019,731,56,0,204,978,1242,320,0
36047022700,"Census Tract 227, Kings County, New York",3022700,3556,3286,994,1978,0,131,474,270,70,100
36047022800,"Census Tract 228, Kings County, New York",3022800,3748,3402,2282,48,2,1036,341,346,74,0
36047022900,"Census Tract 229, Kings County, New York",3022900,3862,3577,1380,1760,15,339,268,285,115,73
36047023000,"Census Tract 230, Kings County, New York",3023000,4288,3548,3051,88,0,341,683,740,193,0
36047023100,"Census Tract 231, Kings County, New York",3023100,3376,2998,1244,1412,0,154,487,378,79,197
36047023200,"Census Tract 232, Kings County, New York",3023200,5073,4322,3926,0,0,396,353,751,383,30
36047023300,"Census Tract 233, Kings County, New York",3023300,5153,4109,1175,2553,0,234,902,1044,318,253
36047023400,"Census Tract 234, Kings County, New York",3023400,4667,4527,4504,0,14,0,108,140,50,0
36047023500,"Census Tract 235, Kings County, New York",3023500,4062,3297,2259,680,0,260,630,765,308,11
36047023600,"Census Tract 236, Kings County, New York",3023600,5669,5597,5279,16,53,249,72,72,0,0
36047023800,"Census Tract 238, Kings County, New York",3023800,3990,3695,3637,0,13,0,90,295,295,0
36047024000,"Census Tract 240, Kings County, New York",3024000,4626,4478,4349,71,0,0,190,148,31,7
36047024100,"Census Tract 241, Kings County, New York",3024100,2501,2079,1289,612,0,118,378,422,191,13
36047024200,"Census Tract 242, Kings County, New York",3024200,2994,2866,2682,0,0,232,5,128,75,0
36047024300,"Census Tract 243, Kings County, New York",3024300,4020,3443,1333,1734,0,192,627,577,283,48
36047024400,"Census Tract 244, Kings County, New York",3024400,4039,3633,3213,17,0,403,322,406,84,0
36047024500,"Census Tract 245, Kings County, New York",3024500,4535,4315,932,2913,0,363,304,220,93,73
36047024600,"Census Tract 246, Kings County, New York",3024600,2892,2687,1602,1,9,1031,231,205,63,8
36047024700,"Census Tract 247, Kings County, New York",3024700,2398,2179,515,1384,15,202,240,219,45,91
36047024800,"Census Tract 248, Kings County, New York",3024800,3013,2384,1029,51,23,1180,453,629,301,0
36047024900,"Census Tract 249, Kings County, New York",3024900,4630,4333,1057,3083,0,140,324,297,44,35
36047025000,"Census Tract 250, Kings County, New York",3025000,1539,1359,322,0,45,1001,123,180,36,22
36047025100,"Census Tract 251, Kings County, New York",3025100,3547,3025,484,2349,19,104,514,522,87,168
36047025200,"Census Tract 252, Kings County, New York",3025200,5310,4336,2197,155,30,1870,813,974,351,0
36047025300,"Census Tract 253, Kings County, New York",3025300,2936,2616,998,1390,0,197,94,320,163,125
36047025400,"Census Tract 254, Kings County, New York",3025400,4280,3905,1272,0,16,2585,397,375,154,0
36047025500,"Census Tract 255, Kings County, New York",3025500,5569,2007,158,1672,54,116,2186,3562,939,938
36047025600,"Census Tract 256, Kings County, New York",3025600,3338,3191,1018,85,0,1894,519,147,16,0
36047025700,"Census Tract 257, Kings County, New York",3025700,2111,1228,448,609,74,121,466,883,320,145
36047025800,"Census Tract 258, Kings County, New York",3025800,4888,3814,1724,2,0,2062,987,1074,139,0
36047025901,"Census Tract 259.01, Kings County, New York",3025901,2158,1450,557,867,0,15,425,708,157,175
36047025902,"Census Tract 259.02, Kings County, New York",3025902,3826,2014,0,1948,8,45,630,1812,589,644
36047026000,"Census Tract 260, Kings County, New York",3026000,3310,2960,1040,46,9,1844,365,350,65,0
36047026100,"Census Tract 261, Kings County, New York",3026100,4993,3123,959,1961,83,140,1415,1870,559,300
36047026200,"Census Tract 262, Kings County, New York",3026200,2548,2121,952,43,0,1084,324,427,215,0
36047026300,"Census Tract 263, Kings County, New York",3026300,1834,1625,348,1205,33,39,114,209,78,26
36047026400,"Census Tract 264, Kings County, New York",3026400,4931,3969,1651,70,39,2184,772,962,240,0
36047026500,"Census Tract 265, Kings County, New York",3026500,4011,3383,1027,2204,4,63,807,628,142,0
36047026600,"Census Tract 266, Kings County, New York",3026600,3464,2933,1024,5,0,1899,501,531,48,0
36047026700,"Census Tract 267, Kings County, New York",3026700,3937,3416,927,2353,0,90,300,521,61,245
36047026800,"Census Tract 268, Kings County, New York",3026800,3841,3054,1751,3,0,1299,579,787,218,6
36047026900,"Census Tract 269, Kings County, New York",3026900,3302,2924,236,2419,0,237,107,378,167,178
36047027000,"Census Tract 270, Kings County, New York",3027000,2450,2388,1623,27,10,721,23,62,53,0
36047027100,"Census Tract 271, Kings County, New York",3027100,2874,2643,236,2179,38,130,163,231,57,115
36047027200,"Census Tract 272, Kings County, New York",3027200,3565,2931,1768,0,48,1064,685,634,77,0
36047027300,"Census Tract 273, Kings County, New York",3027300,3228,3111,270,2725,15,59,189,117,39,10
36047027400,"Census Tract 274, Kings County, New York",3027400,3019,2527,1533,1,0,993,234,492,345,0
36047027500,"Census Tract 275, Kings County, New York",3027500,4630,4186,675,3016,0,314,647,444,61,115
36047027600,"Census Tract 276, Kings County, New York",3027600,4103,2952,1311,0,0,1641,596,1151,544,11
36047027700,"Census Tract 277, Kings County, New York",3027700,4630,4125,394,3575,32,41,707,505,154,36
36047027800,"Census Tract 278, Kings County, New York",3027800,3181,3004,1488,59,0,1400,159,177,106,0
36047027900,"Census Tract 279, Kings County, New York",3027900,3705,3406,421,2807,0,20,388,299,46,159
36047028000,"Census Tract 280, Kings County, New York",3028000,1763,1515,724,38,0,741,175,248,101,0
36047028100,"Census Tract 281, Kings County, New York",3028100,5076,3282,455,2467,6,186,1288,1794,755,161
36047028200,"Census Tract 282, Kings County, New York",3028200,3496,3238,1671,0,0,1480,182,258,226,3
36047028300,"Census Tract 283, Kings County, New York",3028300,3997,2571,504,1997,14,42,882,1426,584,199
36047028400,"Census Tract 284, Kings County, New York",3028400,3712,3311,1977,60,12,1251,201,401,234,0
36047028501,"Census Tract 285.01, Kings County, New York",3028501,460,180,137,22,0,21,233,280,47,0
36047028502,"Census Tract 285.02, Kings County, New York",3028502,2938,1723,7,1565,0,110,985,1215,234,212
36047028600,"Census Tract 286, Kings County, New York",3028600,5115,4132,2414,130,96,1481,864,983,170,93
36047028700,"Census Tract 287, Kings County, New York",3028700,2781,1959,339,1282,26,270,235,822,379,250
36047028800,"Census Tract 288, Kings County, New York",3028800,3816,3114,1439,9,0,1546,729,702,111,0
36047028900,"Census Tract 289, Kings County, New York",3028900,3789,2765,356,2260,59,46,886,1024,313,158
36047029000,"Census Tract 290, Kings County, New York",3029000,4186,3921,2862,0,0,968,378,265,92,0
36047029100,"Census Tract 291, Kings County, New York",3029100,2896,2544,477,2003,0,10,240,352,213,7
36047029200,"Census Tract 292, Kings County, New York",3029200,2971,2427,1321,94,0,1017,278,544,290,0
36047029300,"Census Tract 293, Kings County, New York",3029300,3156,2412,159,2034,41,150,422,744,214,164
36047029400,"Census Tract 294, Kings County, New York",3029400,2493,2124,1293,157,0,614,351,369,139,6
36047029500,"Census Tract 295, Kings County, New York",3029500,4027,3636,821,2504,0,179,601,391,54,89
36047029600,"Census Tract 296, Kings County, New York",3029600,5845,5560,2857,6,15,2500,590,285,172,0
36047029700,"Census Tract 297, Kings County, New York",3029700,4302,3960,465,3161,0,80,738,342,2,213
36047029800,"Census Tract 298, Kings County, New York",3029800,4126,3232,1794,40,0,1261,807,894,242,0
36047029900,"Census Tract 299, Kings County, New York",3029900,2947,2368,89,2165,0,98,406,579,46,169
36047030000,"Census Tract 300, Kings County, New York",3030000,4237,3395,1181,55,0,2167,672,842,115,47
36047030100,"Census Tract 301, Kings County, New York",3030100,2675,2351,189,1965,0,197,82,324,37,229
36047030200,"Census Tract 302, Kings County, New York",3030200,4802,4584,1553,29,0,2889,325,218,111,0
36047030300,"Census Tract 303, Kings County, New York",3030300,5120,3939,75,3757,0,63,1054,1181,28,272
36047030400,"Census Tract 304, Kings County, New York",3030400,4109,3845,1900,75,0,1685,500,264,152,0
36047030500,"Census Tract 305, Kings County, New York",3030500,6267,5364,2483,2471,0,317,770,903,241,78
36047030600,"Census Tract 306, Kings County, New York",3030600,1880,1661,805,8,0,789,255,219,82,0
36047030700,"Census Tract 307, Kings County, New York",3030700,4958,3520,170,3263,0,30,997,1438,213,382
36047030800,"Census Tract 308, Kings County, New York",3030800,2006,1811,1419,30,0,330,92,195,167,0
36047030900,"Census Tract 309, Kings County, New York",3030900,2190,1937,59,1532,0,346,147,253,78,64
36047031100,"Census Tract 311, Kings County, New York",3031100,3194,2785,185,2381,0,14,509,409,35,248
36047031300,"Census Tract 313, Kings County, New York",3031300,4753,4188,588,3496,18,71,359,565,71,266
36047031400,"Census Tract 314, Kings County, New York",3031400,5127,4716,3529,22,17,1153,124,411,209,73
36047031500,"Census Tract 315, Kings County, New York",3031500,4776,4436,1346,2696,0,184,787,340,57,5
36047031701,"Census Tract 317.01, Kings County, New York",3031701,3306,3194,898,2055,10,162,216,112,35,9
36047031702,"Census Tract 317.02, Kings County, New York",3031702,3799,3414,1082,1872,0,166,699,385,142,74
36047031900,"Census Tract 319, Kings County, New York",3031900,3412,3163,1143,1934,0,34,168,249,103,99
36047032100,"Census Tract 321, Kings County, New York",3032100,5866,5155,1094,3572,0,187,391,711,314,358
36047032300,"Census Tract 323, Kings County, New York",3032300,3665,3345,610,2487,0,67,475,320,65,142
36047032500,"Census Tract 325, Kings County, New York",3032500,6881,6351,447,5647,0,185,329,530,20,345
36047032600,"Census Tract 326, Kings County, New York",3032600,7191,4429,1058,2542,45,658,2478,2762,758,149
36047032700,"Census Tract 327, Kings County, New York",3032700,2485,2026,343,1605,0,28,244,459,135,150
36047032800,"Census Tract 328, Kings County, New York",3032800,2376,2072,311,918,48,777,163,304,153,27
36047032900,"Census Tract 329, Kings County, New York",3032900,6207,5736,2545,2964,0,147,288,471,244,59
36047033000,"Census Tract 330, Kings County, New York",3033000,4948,3906,816,2726,0,227,928,1042,389,81
36047033100,"Census Tract 331, Kings County, New York",3033100,4046,3868,2357,1511,0,0,55,178,68,55
36047033300,"Census Tract 333, Kings County, New York",3033300,4531,4388,3223,1135,7,0,47,143,82,53
36047033500,"Census Tract 335, Kings County, New York",3033500,3034,2897,1993,854,0,35,192,137,0,30
36047033600,"Census Tract 336, Kings County, New York",3033600,4041,3739,3265,239,2,108,363,302,215,18
36047033700,"Census Tract 337, Kings County, New York",3033700,4254,3785,1641,1990,32,110,634,469,14,102
36047033900,"Census Tract 339, Kings County, New York",3033900,4829,4561,1045,3080,0,256,450,268,32,160
36047034000,"Census Tract 340, Kings County, New York",3034000,2215,1760,782,837,0,134,255,455,177,82
36047034100,"Census Tract 341, Kings County, New York",3034100,2809,2627,389,2101,0,11,294,182,57,22
36047034200,"Census Tract 342, Kings County, New York",3034200,6404,4742,2028,2112,0,375,1309,1662,266,385
36047034300,"Census Tract 343, Kings County, New York",3034300,5279,4099,389,3345,48,200,1005,1180,97,312
36047034500,"Census Tract 345, Kings County, New York",3034500,3050,2634,230,2193,0,27,586,416,116,28
36047034700,"Census Tract 347, Kings County, New York",3034700,3412,2971,52,2854,0,65,294,441,10,146
36047034800,"Census Tract 348, Kings County, New York",3034800,2874,1528,950,78,0,500,995,1346,344,28
36047034900,"Census Tract 349, Kings County, New York",3034900,6041,5420,462,4771,0,68,659,621,60,173
36047035000,"Census Tract 350, Kings County, New York",3035000,2856,2816,2772,24,0,20,50,40,10,0
36047035100,"Census Tract 351, Kings County, New York",3035100,4445,3479,796,2277,13,116,1286,966,0,276
36047035200,"Census Tract 352, Kings County, New York",3035200,1083,901,594,289,6,12,108,182,81,0
36047035300,"Census Tract 353, Kings County, New York",3035300,5253,4805,968,3522,0,185,515,448,54,139
36047035400,"Census Tract 354, Kings County, New York",3035400,5533,5135,5080,31,0,0,48,398,398,0
36047035500,"Census Tract 355, Kings County, New York",3035500,5397,4862,922,3899,0,0,428,535,58,206
36047035601,"Census Tract 356.01, Kings County, New York",3035601,2849,2742,2575,158,0,9,48,107,83,0
36047035602,"Census Tract 356.02, Kings County, New York",3035602,5198,5094,4953,1,0,115,50,104,104,0
36047035700,"Census Tract 357, Kings County, New York",3035700,2425,2021,48,1852,8,11,326,404,35,190
36047035900,"Census Tract 359, Kings County, New York",3035900,5337,4723,5,4622,0,65,321,614,38,331
36047036001,"Census Tract 360.01, Kings County, New York",3036001,3090,3049,2927,16,0,0,234,41,8,11
36047036002,"Census Tract 360.02, Kings County, New York",3036002,4241,3874,3683,32,0,134,364,367,53,0
36047036100,"Census Tract 361, Kings County, New York",3036100,2973,2319,124,2145,0,17,509,654,74,133
36047036200,"Census Tract 362, Kings County, New York",3036200,3480,2521,1416,40,108,974,541,959,441,19
36047036300,"Census Tract 363, Kings County, New York",3036300,4331,3712,223,3409,39,15,495,619,11,204
36047036400,"Census Tract 364, Kings County, New York",3036400,2498,2273,1549,47,7,614,323,225,5,16
36047036501,"Census Tract 365.01, Kings County, New York",3036501,2916,2694,21,2655,0,18,122,222,6,94
36047036502,"Census Tract 365.02, Kings County, New York",3036502,1282,917,63,845,0,9,285,365,81,24
36047036600,"Census Tract 366, Kings County, New York",3036600,5165,3892,2279,100,0,1280,1175,1273,569,0
36047036700,"Census Tract 367, Kings County, New York",3036700,1405,1044,56,861,0,70,375,361,53,48
36047036900,"Census Tract 369, Kings County, New York",3036900,5619,3979,341,3582,0,14,1402,1640,235,190
36047037000,"Census Tract 370, Kings County, New York",3037000,4495,4271,2785,0,32,1400,64,224,224,0
36047037100,"Census Tract 371, Kings County, New York",3037100,4491,3733,348,3231,0,97,403,758,0,486
36047037300,"Census Tract 373, Kings County, New York",3037300,4050,3073,447,2492,48,72,447,977,169,389
36047037401,"Census Tract 374.01, Kings County, New York",3037401,4470,4328,3235,254,71,363,676,142,103,22
36047037402,"Census Tract 374.02, Kings County, New York",3037402,4753,4009,3001,101,0,855,765,744,136,14
36047037500,"Census Tract 375, Kings County, New York",3037500,3042,2456,546,1408,125,444,281,586,199,93
36047037700,"Census Tract 377, Kings County, New York",3037700,4354,3809,400,3220,19,45,743,545,28,53
36047037900,"Census Tract 379, Kings County, New York",3037900,3683,3448,343,3017,0,46,260,235,39,20
36047038100,"Census Tract 381, Kings County, New York",3038100,5459,4667,393,4194,0,0,663,792,79,210
36047038200,"Census Tract 382, Kings County, New York",3038200,6197,4380,343,2118,0,1637,1391,1817,628,362
36047038300,"Census Tract 383, Kings County, New York",3038300,4525,4198,368,3488,0,249,459,327,32,62
36047038500,"Census Tract 385, Kings County, New York",3038500,3503,2867,458,2216,34,124,378,636,248,163
36047038600,"Census Tract 386, Kings County, New York",3038600,3730,2780,1356,1,0,1377,734,950,390,0
36047038700,"Census Tract 387, Kings County, New York",3038700,4201,3245,791,2274,26,125,327,956,417,385
36047038800,"Census Tract 388, Kings County, New York",3038800,3833,3492,2698,257,0,511,139,341,254,0
36047038900,"Census Tract 389, Kings County, New York",3038900,2943,1428,803,236,90,358,937,1515,517,30
36047039000,"Census Tract 390, Kings County, New York",3039000,2457,2367,2212,0,0,87,142,90,78,6
36047039100,"Census Tract 391, Kings County, New York",3039100,3053,1077,572,321,0,96,1154,1976,619,433
36047039200,"Census Tract 392, Kings County, New York",3039200,2546,2414,2083,0,0,331,100,132,32,0
36047039300,"Census Tract 393, Kings County, New York",3039300,3675,1711,746,740,46,161,616,1964,829,575
36047039400,"Census Tract 394, Kings County, New York",3039400,2464,2165,1912,61,0,60,410,299,161,0
36047039500,"Census Tract 395, Kings County, New York",3039500,4422,2839,866,1581,0,373,1109,1583,474,157
36047039600,"Census Tract 396, Kings County, New York",3039600,1824,1697,1446,0,83,157,79,127,70,0
36047039700,"Census Tract 397, Kings County, New York",3039700,3701,2512,537,1893,0,51,509,1189,535,235
36047039800,"Census Tract 398, Kings County, New York",3039800,2665,2190,988,0,30,1169,363,475,167,0
36047039900,"Census Tract 399, Kings County, New York",3039900,3893,2025,441,1439,13,24,1063,1868,463,546
36047040000,"Census Tract 400, Kings County, New York",3040000,3344,2990,1350,20,0,1620,293,354,54,7
36047040100,"Census Tract 401, Kings County, New York",3040100,3244,2346,554,1636,1,141,553,898,340,94
36047040200,"Census Tract 402, Kings County, New York",3040200,2962,2410,1172,0,58,1203,466,552,128,20
36047040300,"Census Tract 403, Kings County, New York",3040300,4025,2887,346,2491,0,50,463,1138,471,233
36047040400,"Census Tract 404, Kings County, New York",3040400,2352,2100,1041,12,0,1051,173,252,98,0
36047040500,"Census Tract 405, Kings County, New York",3040500,1555,840,159,651,0,30,554,715,186,26
36047040600,"Census Tract 406, Kings County, New York",3040600,3533,2956,1091,30,0,1756,516,577,138,28
36047040700,"Census Tract 407, Kings County, New York",3040700,0,0,0,0,0,0,0,0,0,0
36047040800,"Census Tract 408, Kings County, New York",3040800,3499,2775,990,135,0,1601,532,724,290,0
36047040900,"Census Tract 409, Kings County, New York",3040900,3526,972,320,596,22,18,1343,2554,691,574
36047041000,"Census Tract 410, Kings County, New York",3041000,1977,1876,1247,13,0,592,48,101,96,4
36047041100,"Census Tract 411, Kings County, New York",3041100,3147,1804,363,1335,0,62,1093,1343,415,7
36047041200,"Census Tract 412, Kings County, New York",3041200,3161,2617,1616,0,23,923,256,544,367,12
36047041300,"Census Tract 413, Kings County, New York",3041300,4062,1980,444,1314,51,156,524,2082,809,804
36047041401,"Census Tract 414.01, Kings County, New York",3041401,1653,1427,1325,11,0,105,212,226,0,0
36047041402,"Census Tract 414.02, Kings County, New York",3041402,1783,1699,1699,0,0,0,70,84,14,0
36047041500,"Census Tract 415, Kings County, New York",3041500,4409,1682,378,1177,49,100,992,2727,1288,537
36047041600,"Census Tract 416, Kings County, New York",3041600,2357,1998,1760,65,0,151,275,359,132,0
36047041700,"Census Tract 417, Kings County, New York",3041700,3215,1241,281,663,11,273,790,1974,660,688
36047041800,"Census Tract 418, Kings County, New York",3041800,2598,2220,2096,4,7,124,143,378,179,68
36047041900,"Census Tract 419, Kings County, New York",3041900,3871,1391,390,747,154,91,1432,2480,877,346
36047042000,"Census Tract 420, Kings County, New York",3042000,1831,1742,1688,15,0,39,0,89,48,41
36047042100,"Census Tract 421, Kings County, New York",3042100,4321,1354,624,486,47,216,1438,2967,1085,459
36047042200,"Census Tract 422, Kings County, New York",3042200,3523,2726,2155,49,69,156,994,797,466,0
36047042300,"Census Tract 423, Kings County, New York",3042300,4384,1499,1047,188,19,228,1188,2885,1382,368
36047042400,"Census Tract 424, Kings County, New York",3042400,3752,3163,2217,0,20,904,471,589,176,0
36047042500,"Census Tract 425, Kings County, New York",3042500,3103,1359,996,201,1,118,1238,1744,543,195
36047042600,"Census Tract 426, Kings County, New York",3042600,4373,3641,1695,141,0,1723,564,732,332,0
36047042700,"Census Tract 427, Kings County, New York",3042700,5303,2153,1360,414,16,249,1601,3150,1538,320
36047042800,"Census Tract 428, Kings County, New York",3042800,3692,3504,2421,19,0,1023,126,188,109,35
36047042900,"Census Tract 429, Kings County, New York",3042900,5327,1790,1356,127,0,200,2228,3537,1263,451
36047043000,"Census Tract 430, Kings County, New York",3043000,3602,3196,1564,0,0,1595,272,406,208,0
36047043100,"Census Tract 431, Kings County, New York",3043100,5369,2131,1251,138,108,675,1506,3238,1405,342
36047043200,"Census Tract 432, Kings County, New York",3043200,4522,3903,1802,19,8,1936,682,619,238,0
36047043300,"Census Tract 433, Kings County, New York",3043300,4284,921,273,321,21,338,1547,3363,1274,631
36047043400,"Census Tract 434, Kings County, New York",3043400,3480,3155,1926,0,0,1186,130,325,267,14
36047043500,"Census Tract 435, Kings County, New York",3043500,5202,1402,523,792,0,105,2086,3800,1199,624
36047043600,"Census Tract 436, Kings County, New York",3043600,4532,4260,2758,52,0,1450,199,272,73,0
36047043700,"Census Tract 437, Kings County, New York",3043700,6449,2353,1079,1056,13,46,1624,4096,1898,943
36047043800,"Census Tract 438, Kings County, New York",3043800,2556,2234,1880,60,0,231,376,322,72,0
36047043900,"Census Tract 439, Kings County, New York",3043900,4146,1495,272,679,70,399,873,2651,1441,535
36047044000,"Census Tract 440, Kings County, New York",3044000,2939,2698,2451,52,0,92,262,241,185,0
36047044100,"Census Tract 441, Kings County, New York",3044100,5261,1811,804,165,72,745,1368,3450,1444,723
36047044200,"Census Tract 442, Kings County, New York",3044200,2991,2991,2688,0,200,28,133,0,0,0
36047044300,"Census Tract 443, Kings County, New York",3044300,4896,2201,1022,156,0,905,1435,2695,1291,348
36047044400,"Census Tract 444, Kings County, New York",3044400,3514,3090,2874,87,0,122,284,424,154,0
36047044500,"Census Tract 445, Kings County, New York",3044500,5066,2022,1073,299,57,486,2213,3044,931,215
36047044600,"Census Tract 446, Kings County, New York",3044600,2190,1931,1124,13,0,754,257,259,69,13
36047044700,"Census Tract 447, Kings County, New York",3044700,2496,1257,655,436,0,131,610,1239,636,111
36047044800,"Census Tract 448, Kings County, New York",3044800,1801,1608,1430,0,0,132,307,193,25,0
36047044900,"Census Tract 449, Kings County, New York",3044900,3034,1692,474,1091,18,109,462,1342,591,341
36047045000,"Census Tract 450, Kings County, New York",3045000,551,532,519,0,0,13,5,19,14,0
36047045200,"Census Tract 452, Kings County, New York",3045200,2768,2685,2601,21,0,63,70,83,13,0
36047045300,"Census Tract 453, Kings County, New York",3045300,2513,1372,649,653,0,96,610,1141,503,32
36047045400,"Census Tract 454, Kings County, New York",3045400,1771,1544,1326,17,10,75,431,227,38,0
36047045600,"Census Tract 456, Kings County, New York",3045600,2399,2332,1711,21,0,467,269,67,60,0
36047045800,"Census Tract 458, Kings County, New York",3045800,1602,1459,1412,29,18,0,0,143,143,0
36047046000,"Census Tract 460, Kings County, New York",3046000,3969,3725,1889,59,19,1539,591,244,108,0
36047046201,"Census Tract 462.01, Kings County, New York",3046201,2498,2456,2152,0,0,296,29,42,21,0
36047046202,"Census Tract 462.02, Kings County, New York",3046202,2283,1944,1915,0,0,17,323,339,28,0
36047046400,"Census Tract 464, Kings County, New York",3046400,2929,2862,2647,48,0,119,96,67,58,9
36047046800,"Census Tract 468, Kings County, New York",3046800,2368,2333,2274,7,0,52,52,35,8,0
36047047000,"Census Tract 470, Kings County, New York",3047000,2719,2607,2409,13,0,121,152,112,56,23
36047047200,"Census Tract 472, Kings County, New York",3047200,2777,2769,2745,24,0,0,16,8,0,0
36047047400,"Census Tract 474, Kings County, New York",3047400,2717,2692,2632,0,0,0,136,25,17,0
36047047600,"Census Tract 476, Kings County, New York",3047600,3563,3221,3048,132,18,8,338,342,34,0
36047047700,"Census Tract 477, Kings County, New York",3047700,3816,3472,2759,163,0,404,343,344,216,17
36047047800,"Census Tract 478, Kings County, New York",3047800,4455,3685,3331,11,33,221,772,770,138,0
36047048000,"Census Tract 480, Kings County, New York",3048000,4028,3114,2512,131,0,471,862,914,79,0
36047048100,"Census Tract 481, Kings County, New York",3048100,3050,2224,1535,137,0,510,269,826,629,7
36047048200,"Census Tract 482, Kings County, New York",3048200,5300,4878,2438,305,8,2036,384,422,159,8
36047048400,"Census Tract 484, Kings County, New York",3048400,6107,5658,4303,455,0,556,833,449,312,5
36047048500,"Census Tract 485, Kings County, New York",3048500,2802,1686,1379,107,34,137,910,1116,257,149
36047048600,"Census Tract 486, Kings County, New York",3048600,3355,2444,851,106,0,1473,774,911,186,0
36047048800,"Census Tract 488, Kings County, New York",3048800,3929,3495,1843,232,0,1210,636,434,218,0
36047048900,"Census Tract 489, Kings County, New York",3048900,3595,1366,19,1279,37,48,1356,2229,722,240
36047049000,"Census Tract 490, Kings County, New York",3049000,6290,5054,3215,450,54,1200,1388,1236,471,0
36047049100,"Census Tract 491, Kings County, New York",3049100,6670,4442,1199,773,122,2470,917,2228,854,459
36047049200,"Census Tract 492, Kings County, New York",3049200,3108,2765,1577,450,10,694,229,343,170,12
36047049300,"Census Tract 493, Kings County, New York",3049300,7797,3317,1472,1272,26,266,2295,4480,2126,719
36047049400,"Census Tract 494, Kings County, New York",3049400,5930,4932,2755,462,0,1408,1257,998,446,13
36047049500,"Census Tract 495, Kings County, New York",3049500,2920,2047,1564,65,0,355,494,873,512,40
36047049600,"Census Tract 496, Kings County, New York",3049600,4452,3028,1371,93,120,1378,1063,1424,451,44
36047049700,"Census Tract 497, Kings County, New York",3049700,2786,2394,1834,34,14,421,411,392,204,0
36047049800,"Census Tract 498, Kings County, New York",3049800,4624,3788,1680,214,0,1601,1206,836,208,0
36047049900,"Census Tract 499, Kings County, New York",3049900,1860,1695,1470,21,0,126,197,165,119,0
36047050000,"Census Tract 500, Kings County, New York",3050000,3964,3486,2236,233,0,903,380,478,368,9
36047050100,"Census Tract 501, Kings County, New York",3050100,3157,2668,2218,186,0,180,400,489,235,0
36047050202,"Census Tract 502.02, Kings County, New York",3050202,2246,2123,1977,24,10,58,179,123,67,0
36047050300,"Census Tract 503, Kings County, New York",3050300,2486,1958,1481,23,167,214,242,528,404,0
36047050400,"Census Tract 504, Kings County, New York",3050400,4626,3685,2331,519,0,650,912,941,389,14
36047050500,"Census Tract 505, Kings County, New York",3050500,4062,2305,1161,600,73,486,928,1757,568,412
36047050600,"Census Tract 506, Kings County, New York",3050600,5986,4086,931,2614,11,462,1446,1900,580,68
36047050700,"Census Tract 507, Kings County, New York",3050700,2667,2177,1851,187,0,58,415,490,182,50
36047050801,"Census Tract 508.01, Kings County, New York",3050801,4112,3083,490,2540,0,32,523,1029,385,175
36047050803,"Census Tract 508.03, Kings County, New York",3050803,2260,1841,426,1285,6,70,381,419,121,23
36047050804,"Census Tract 508.04, Kings County, New York",3050804,6297,4108,1010,2798,0,135,1864,2189,460,167
36047050900,"Census Tract 509, Kings County, New York",3050900,4743,4463,4273,178,0,12,227,280,53,0
36047051001,"Census Tract 510.01, Kings County, New York",3051001,4361,3600,380,3097,13,67,313,761,499,35
36047051002,"Census Tract 510.02, Kings County, New York",3051002,4595,3612,453,2782,0,111,1032,983,239,158
36047051100,"Census Tract 511, Kings County, New York",3051100,4317,2678,1485,216,0,882,837,1639,794,311
36047051200,"Census Tract 512, Kings County, New York",3051200,5907,4481,1033,3025,0,105,1698,1426,72,340
36047051300,"Census Tract 513, Kings County, New York",3051300,5058,3244,2524,123,0,401,1010,1814,1089,111
